RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-430,2,M,Aluno-430,2009,13,Menino,2022,Escola Pública,,,Ametista,7.585,281,43,3,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,8.6,7.5,Não atendido,8.5,7.5,9.5,,Não,Não,6.611,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-431,2,M,Aluno-431,2011,11,Menino,2022,Escola Pública,,,Ametista,7.175,439,68,5,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,8.1,7.5,Não atendido,4.5,5.0,4.0,,Não,Não,6.778,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-432,2,M,Aluno-432,2008,14,Menina,2019,Escola Pública,Quartzo,Quartzo,Ágata,6.34,672,123,10,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,6.8,5.0,Requer avaliação,5.1,5.7,4.5,,Não,Não,6.611,5.0,Fase 4 (9º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-433,2,M,Aluno-433,2010,12,Menino,2022,Escola Pública,,,Quartzo,5.557,780,146,13,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,7.3,5.0,Requer avaliação,2.6,2.2,3.0,,Não,Não,5.778,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-434,2,M,Aluno-434,2011,11,Menino,2022,Escola Pública,,,Ametista,7.403,360,52,4,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,8.1,7.5,Sem limitações,5.7,4.8,6.5,,Não,Não,6.778,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-435,2,M,Aluno-435,2012,10,Menina,2022,Escola Pública,,,Ágata,6.599,627,109,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,7.9,6.2,7.5,Sem limitações,4.7,3.7,5.7,,Não,Não,6.444,10.0,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-436,2,M,Aluno-436,2011,11,Menino,2022,Escola Pública,,,Ágata,6.687,592,98,7,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,8.1,7.5,Sem limitações,2.0,4.0,0.0,,Não,Não,6.611,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-437,2,M,Aluno-437,2009,13,Menino,2022,Escola Pública,,,Ágata,6.875,531,82,6,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,8.3,7.5,Sem limitações,5.8,6.0,5.5,,Não,Não,6.611,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-438,2,M,Aluno-438,2012,10,Menino,2022,Escola Pública,,,Ametista,7.764,213,33,1,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.0,8.7,7.5,Sem limitações,7.3,6.5,8.0,,Não,Não,6.889,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-439,2,M,Aluno-439,2010,12,Menino,2022,Escola Pública,,,Quartzo,5.519,789,147,14,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,4.9,7.5,Sem limitações,2.3,3.2,1.3,,Não,Não,6.5,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-440,2,P,Aluno-440,2011,11,Menino,2022,Escola Pública,,,Ametista,7.329,382,56,6,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,9.0,6.9,Não atendido,5.5,6.0,5.0,,Não,Não,5.833,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-441,2,P,Aluno-441,2011,11,Menina,2019,Escola Pública,Topázio,Topázio,Topázio,8.188,87,11,2,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,7.9,7.5,Não atendido,8.0,8.0,8.0,,Não,Não,8.333,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-442,2,P,Aluno-442,2011,11,Menina,2022,Escola Pública,,,Topázio,8.226,78,8,1,3,Avaliador-5,Promovido de Fase,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,8.2,7.5,Não atendido,7.5,9.0,6.0,,Não,Não,8.222,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-443,2,P,Aluno-443,2009,13,Menina,2019,Escola Pública,Ametista,Ametista,Ametista,7.482,321,48,4,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase + Bolsa,,,9.0,9.1,7.5,Não atendido,5.6,8.0,3.2,,Sim,Sim,8.5,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-444,2,P,Aluno-444,2011,11,Menino,2018,Escola Pública,Ágata,Ametista,Ágata,6.665,601,99,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,7.2,5.0,Requer avaliação,3.1,1.5,4.7,,Não,Não,7.778,10.0,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-445,2,P,Aluno-445,2010,12,Menino,2022,Escola Pública,,,Ágata,6.924,518,79,7,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,9.4,7.5,Não atendido,3.8,0.0,7.5,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-446,2,P,Aluno-446,2009,13,Menina,2018,Escola Pública,Ágata,Quartzo,Ametista,7.367,373,54,5,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.9,5.0,Requer avaliação,6.9,6.3,7.5,,Não,Não,7.889,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-447,2,P,Aluno-447,2012,10,Menina,2022,Escola Pública,,,Quartzo,5.607,773,144,10,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,7.0,7.5,Não atendido,3.5,7.0,0.0,,Não,Não,5.556,10.0,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-448,2,P,Aluno-448,2011,11,Menina,2022,Escola Pública,,,Ametista,7.972,150,19,3,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,9.7,7.5,Não atendido,5.5,5.0,6.0,,Não,Não,8.111,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-449,2,P,Aluno-449,2010,12,Menina,2022,Escola Pública,,,Ágata,6.143,703,129,9,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,6.0,7.5,Não atendido,7.0,6.0,8.0,,Não,Não,8.111,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-450,2,Q,Aluno-450,2009,13,Menino,2021,Escola Pública,,Ágata,Ametista,7.843,188,29,2,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,9.1,7.5,Não atendido,7.5,6.8,8.2,,Não,Não,8.111,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-451,2,Q,Aluno-451,2009,13,Menina,2019,Escola Pública,Ametista,Quartzo,Ágata,6.434,654,117,9,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,9.0,6.0,6.3,Requer avaliação,6.1,3.1,9.2,,Não,Não,6.889,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-452,2,Q,Aluno-452,2009,13,Menina,2021,Escola Pública,,Ametista,Ágata,6.287,690,127,10,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,5.6,7.5,Não atendido,4.8,5.0,4.5,,Não,Não,7.167,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-453,2,Q,Aluno-453,2009,13,Menina,2022,Escola Pública,,,Ametista,7.845,187,28,1,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,8.7,7.5,Não atendido,8.8,8.0,9.5,,Não,Não,7.778,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-454,2,Q,Aluno-454,2008,14,Menino,2018,Escola Pública,Quartzo,Ágata,Quartzo,5.561,779,145,12,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,8.6,5.0,Não indicado,2.3,0.0,4.7,,Não,Não,5.444,5.0,Fase 4 (9º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-455,2,Q,Aluno-455,2010,12,Menina,2022,Escola Pública,,,Ágata,6.876,529,81,6,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,7.0,7.9,7.5,Não atendido,6.3,6.0,6.5,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-456,2,Q,Aluno-456,2010,12,Menina,2022,Escola Pública,,,Ametista,7.193,432,65,5,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,6.4,8.2,6.3,Requer avaliação,7.3,6.0,8.7,,Não,Sim,8.389,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-457,2,Q,Aluno-457,2010,12,Menina,2022,Escola Pública,,,Ametista,7.68,240,40,3,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,8.8,7.5,Não atendido,8.5,7.0,10.0,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-458,2,Q,Aluno-458,2009,13,Menino,2019,Escola Pública,Ametista,Quartzo,Ágata,6.512,642,113,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.0,7.7,7.5,Não atendido,5.6,4.7,6.5,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-459,2,Q,Aluno-459,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,Ametista,7.28,401,59,4,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-15,Promovido de Fase,,,7.0,9.1,8.1,Sem limitações,7.3,5.3,9.2,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-460,2,Q,Aluno-460,2010,12,Menino,2022,Escola Pública,,,Quartzo,5.711,758,140,11,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,6.8,8.1,7.5,Não atendido,3.3,0.5,6.0,,Não,Não,5.056,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-461,2,Q,Aluno-461,2010,12,Menina,2018,Escola Pública,Ametista,Ametista,Quartzo,5.451,792,149,13,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,6.7,7.5,Sem limitações,3.8,1.5,6.2,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-462,2,Q,Aluno-462,2008,14,Menino,2022,Escola Pública,,,Ágata,6.626,616,106,7,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,8.5,7.5,Sem limitações,3.6,2.0,5.2,,Não,Não,6.778,5.0,Fase 4 (9º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-463,2,U,Aluno-463,2010,12,Menina,2020,Escola Pública,Quartzo,Quartzo,Ágata,6.41,658,119,11,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,7.8,7.5,Não atendido,2.5,2.0,3.0,,Não,Não,7.389,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-464,2,U,Aluno-464,2009,13,Menina,2022,Escola Pública,,,Ágata,6.745,570,91,7,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,7.5,8.0,7.5,Não atendido,4.8,2.7,7.0,,Não,Não,7.722,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-465,2,U,Aluno-465,2011,11,Menino,2019,Escola Pública,Topázio,Ametista,Ametista,8.012,139,18,1,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.0,7.9,7.5,Não atendido,7.8,9.3,6.3,,Não,Sim,8.444,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-466,2,U,Aluno-466,2009,13,Menino,2022,Escola Pública,,,Ágata,6.826,546,85,6,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,9.7,7.5,Não atendido,3.3,0.5,6.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-467,2,U,Aluno-467,2009,13,Menina,2022,Escola Pública,,,Ágata,6.38,664,121,12,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,5.8,8.4,5.0,Requer avaliação,5.5,5.0,6.0,,Não,Não,7.111,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-468,2,U,Aluno-468,2009,13,Menino,2022,Escola Pública,,,Ágata,6.313,682,125,13,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,6.7,7.5,Não atendido,4.1,4.5,3.7,,Não,Não,6.722,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-469,2,U,Aluno-469,2011,11,Menina,2022,Escola Pública,,,Ametista,7.624,263,41,2,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,9.6,5.0,Requer avaliação,5.7,6.2,5.2,,Não,Não,7.833,10.0,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-470,2,U,Aluno-470,2009,13,Menina,2019,Escola Pública,Ametista,Ametista,Ametista,7.378,369,53,3,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,9.7,7.5,Não atendido,6.3,5.3,7.3,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-471,2,U,Aluno-471,2009,13,Menina,2020,Escola Pública,Ágata,Ágata,Ágata,6.535,639,112,9,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,3.5,8.5,5.0,Requer avaliação,6.3,5.7,6.8,,Não,Não,8.056,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-472,2,U,Aluno-472,2010,12,Menina,2022,Escola Pública,,,Quartzo,5.93,735,133,14,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,7.0,7.5,Não atendido,2.0,1.8,2.2,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-473,2,U,Aluno-473,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,Quartzo,5.915,737,134,15,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.0,6.1,7.5,Não atendido,4.3,4.5,4.0,,Não,Não,5.889,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-474,2,U,Aluno-474,2009,13,Menino,2019,Escola Pública,Ametista,Ametista,Ágata,6.446,650,115,10,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,9.1,7.5,Não atendido,3.0,1.3,4.7,,Não,Não,6.0,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-475,2,U,Aluno-475,2010,12,Menina,2022,Escola Pública,,,Ametista,7.199,430,63,4,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,9.2,7.5,Não atendido,5.8,3.3,8.3,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-476,2,U,Aluno-476,2010,12,Menina,2019,Escola Pública,Ágata,Ametista,Ágata,6.931,513,78,5,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,9.3,4.4,Requer avaliação,5.5,5.0,6.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-477,2,U,Aluno-477,2009,13,Menino,2022,Escola Pública,,,Quartzo,3.633,860,155,16,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,5.0,5.6,Requer avaliação,0.7,0.3,1.0,,Não,Não,4.5,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-478,2,U,Aluno-478,2010,12,Menina,2019,Escola Pública,Ametista,Ametista,Ágata,6.709,588,96,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,9.1,5.6,Requer avaliação,4.9,3.8,6.0,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-479,1,A,Aluno-479,2012,10,Menino,2020,Rede Decisão,Topázio,Topázio,Topázio,8.465,40,5,1,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,8.0,9.2,7.5,Sem limitações,9.8,10.0,9.7,,Não,Sim,9.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-480,1,A,Aluno-480,2012,10,Menina,2021,Escola Pública,,Ametista,Ametista,7.502,309,81,6,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,9.0,8.8,7.5,Não atendido,6.3,6.8,5.7,,Sim,Sim,8.444,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-481,1,A,Aluno-481,2013,9,Menino,2021,Escola Pública,,Topázio,Ametista,7.21,424,109,9,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,8.0,7.5,Não atendido,5.2,5.7,4.7,,Não,Não,6.889,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-482,1,A,Aluno-482,2011,11,Menino,2021,Escola Pública,,Ametista,Ágata,6.866,532,134,10,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,7.9,7.5,Não atendido,5.5,4.3,6.7,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
